0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,label,filename
0.004830918,0.0,0.009661836,0.019323671,0.004830918,0.004830918,0.009661836,0.004830918,0.004830918,0.014492754,0.028985508,0.014492754,0.014492754,0.009661836,0.014492754,0.009661836,0.009661836,0.009661836,0.0,0.004830918,0.009661836,0.009661836,0.014492754,0.014492754,0.009661836,0.004830918,0.077294685,0.004830918,0.019323671,0.009661836,0.004830918,0.0,0.009661836,0.014492754,0.004830918,0.014492754,0.009661836,0.009661836,0.019323671,0.004830918,0.014492754,0.004830918,0.0,0.014492754,0.004830918,0.004830918,0.004830918,0.0,0.004830918,0.004830918,0.009661836,0.014492754,0.0,0.004830918,0.004830918,0.004830918,0.024154589,0.014492754,0.009661836,0.009661836,0.0,0.0,0.0,0.009661836,0.014492754,0.004830918,0.0,0.004830918,0.014492754,0.0,0.014492754,0.0,0.009661836,0.004830918,0.004830918,0.009661836,0.009661836,0.009661836,0.014492754,0.004830918,0.009661836,0.0,0.0,0.0,0.009661836,0.014492754,0.0,0.009661836,0.014492754,0.0,0.0,0.0,0.0,0.0,0.004830918,0.004830918,0.0,0.009661836,0.019323671,0.0,0.0,0.004830918,0.028985508,0.009661836,0.0,0.019323671,0.0,0.038647342,0.0,0.0,0.004830918,0.0,0.0,0.0,0.019323671,0.009661836,0.009661836,0.004830918,0.009661836,0.0,0,DSC_1581_scale.jpg
0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.025,0.005,0.005,0.0,0.01,0.0,0.02,0.015,0.025,0.0,0.0,0.0,0.0,0.035,0.015,0.01,0.0,0.0,0.01,0.055,0.005,0.01,0.0,0.0,0.03,0.01,0.005,0.005,0.015,0.005,0.0,0.0,0.025,0.0,0.005,0.0,0.01,0.01,0.0,0.01,0.0,0.005,0.005,0.005,0.0,0.01,0.015,0.005,0.005,0.015,0.01,0.005,0.005,0.0,0.025,0.01,0.01,0.03,0.015,0.01,0.015,0.005,0.005,0.0,0.01,0.0,0.0,0.015,0.0,0.02,0.0,0.015,0.015,0.0,0.015,0.025,0.005,0.005,0.01,0.0,0.01,0.0,0.005,0.01,0.02,0.01,0.01,0.005,0.015,0.02,0.02,0.0,0.0,0.0,0.005,0.0,0.01,0.0,0.01,0.0,0.005,0.0,0.01,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0,CRW_4836_scale.jpg
0.0,0.0033333334,0.0,0.016666668,0.0033333334,0.006666667,0.016666668,0.006666667,0.023333333,0.006666667,0.013333334,0.006666667,0.0,0.006666667,0.02,0.02,0.0033333334,0.013333334,0.0,0.006666667,0.0033333334,0.01,0.01,0.01,0.0033333334,0.0033333334,0.006666667,0.016666668,0.016666668,0.016666668,0.01,0.006666667,0.006666667,0.01,0.01,0.01,0.006666667,0.006666667,0.006666667,0.013333334,0.0,0.0033333334,0.0033333334,0.01,0.01,0.0033333334,0.0033333334,0.006666667,0.006666667,0.0033333334,0.0,0.016666668,0.013333334,0.006666667,0.0033333334,0.01,0.016666668,0.016666668,0.023333333,0.0,0.013333334,0.0,0.01,0.0033333334,0.006666667,0.006666667,0.01,0.0,0.01,0.016666668,0.0,0.006666667,0.0033333334,0.006666667,0.006666667,0.0033333334,0.016666668,0.02,0.006666667,0.026666667,0.006666667,0.0,0.0,0.0033333334,0.03,0.0033333334,0.006666667,0.013333334,0.013333334,0.013333334,0.0033333334,0.006666667,0.006666667,0.0033333334,0.0033333334,0.0033333334,0.006666667,0.006666667,0.01,0.0,0.0,0.02,0.023333333,0.0033333334,0.0,0.013333334,0.0033333334,0.013333334,0.0,0.0033333334,0.0033333334,0.006666667,0.0,0.016666668,0.013333334,0.006666667,0.006666667,0.01,0.013333334,0.016666668,0,DSCF1_scale.jpg
0.0,0.0,0.004854369,0.014563107,0.004854369,0.0,0.004854369,0.024271844,0.019417476,0.019417476,0.014563107,0.004854369,0.0,0.014563107,0.009708738,0.019417476,0.0,0.0,0.0,0.014563107,0.0,0.009708738,0.004854369,0.0,0.004854369,0.014563107,0.03883495,0.004854369,0.004854369,0.004854369,0.004854369,0.004854369,0.009708738,0.014563107,0.014563107,0.009708738,0.004854369,0.0,0.009708738,0.009708738,0.009708738,0.004854369,0.004854369,0.0,0.0,0.009708738,0.009708738,0.024271844,0.004854369,0.004854369,0.004854369,0.004854369,0.004854369,0.014563107,0.004854369,0.004854369,0.004854369,0.004854369,0.024271844,0.004854369,0.0,0.0,0.004854369,0.009708738,0.014563107,0.029126214,0.009708738,0.009708738,0.019417476,0.014563107,0.0,0.0,0.014563107,0.014563107,0.004854369,0.0,0.009708738,0.014563107,0.009708738,0.009708738,0.0,0.004854369,0.0,0.009708738,0.024271844,0.0,0.0,0.004854369,0.004854369,0.014563107,0.0,0.0,0.024271844,0.019417476,0.004854369,0.004854369,0.019417476,0.0,0.009708738,0.0,0.0,0.0,0.014563107,0.004854369,0.0,0.004854369,0.014563107,0.029126214,0.0,0.004854369,0.0,0.014563107,0.004854369,0.004854369,0.019417476,0.014563107,0.0,0.029126214,0.004854369,0.009708738,0,DSC_1542_scale.jpg
0.009049774,0.004524887,0.0,0.022624435,0.004524887,0.009049774,0.009049774,0.018099548,0.022624435,0.009049774,0.004524887,0.004524887,0.009049774,0.0,0.004524887,0.004524887,0.0,0.013574661,0.0,0.009049774,0.0,0.027149322,0.018099548,0.013574661,0.009049774,0.013574661,0.013574661,0.018099548,0.027149322,0.022624435,0.0,0.009049774,0.0,0.004524887,0.018099548,0.013574661,0.009049774,0.0,0.004524887,0.004524887,0.0,0.027149322,0.009049774,0.009049774,0.0,0.009049774,0.009049774,0.009049774,0.018099548,0.0,0.0,0.0,0.0,0.009049774,0.004524887,0.009049774,0.013574661,0.013574661,0.009049774,0.009049774,0.0,0.0,0.009049774,0.013574661,0.004524887,0.013574661,0.009049774,0.0,0.018099548,0.018099548,0.0,0.0,0.0,0.009049774,0.004524887,0.004524887,0.018099548,0.009049774,0.022624435,0.0,0.018099548,0.004524887,0.0,0.004524887,0.013574661,0.013574661,0.004524887,0.009049774,0.0,0.013574661,0.0,0.004524887,0.009049774,0.027149322,0.013574661,0.013574661,0.004524887,0.009049774,0.036199097,0.0,0.0,0.004524887,0.0,0.013574661,0.0,0.0,0.0,0.009049774,0.0,0.009049774,0.0,0.004524887,0.004524887,0.004524887,0.009049774,0.009049774,0.013574661,0.009049774,0.004524887,0.009049774,0,DSC_1573_scale.jpg
0.0064102565,0.0032051282,0.0064102565,0.070512824,0.016025642,0.0064102565,0.0032051282,0.0,0.009615385,0.0064102565,0.0064102565,0.0064102565,0.0064102565,0.0064102565,0.009615385,0.0064102565,0.0032051282,0.0,0.0,0.0032051282,0.0064102565,0.028846154,0.012820513,0.028846154,0.0032051282,0.0064102565,0.009615385,0.012820513,0.016025642,0.009615385,0.0,0.0064102565,0.0032051282,0.009615385,0.012820513,0.0064102565,0.01923077,0.009615385,0.01923077,0.0064102565,0.009615385,0.0,0.0064102565,0.0064102565,0.009615385,0.0064102565,0.0064102565,0.0064102565,0.0,0.0,0.0032051282,0.0,0.028846154,0.01923077,0.0,0.0032051282,0.025641026,0.0064102565,0.0032051282,0.016025642,0.009615385,0.0032051282,0.0032051282,0.016025642,0.016025642,0.0032051282,0.0,0.0064102565,0.016025642,0.0064102565,0.0,0.0032051282,0.022435898,0.01923077,0.0064102565,0.0,0.0032051282,0.0,0.012820513,0.0,0.0,0.0,0.0,0.012820513,0.012820513,0.0,0.012820513,0.016025642,0.0032051282,0.016025642,0.0064102565,0.0032051282,0.012820513,0.0,0.009615385,0.0032051282,0.0064102565,0.0032051282,0.009615385,0.0,0.0,0.01923077,0.012820513,0.009615385,0.0,0.028846154,0.01923077,0.009615385,0.0032051282,0.0032051282,0.0064102565,0.0,0.0,0.0064102565,0.016025642,0.0,0.0,0.009615385,0.009615385,0.009615385,0,CRW_4809_scale.jpg
0.014705882,0.0,0.0036764706,0.080882356,0.033088237,0.011029412,0.007352941,0.007352941,0.040441178,0.007352941,0.011029412,0.0,0.0036764706,0.011029412,0.0036764706,0.022058824,0.0,0.0,0.0,0.018382354,0.0,0.022058824,0.007352941,0.029411765,0.0036764706,0.014705882,0.0036764706,0.0036764706,0.025735294,0.018382354,0.0,0.0036764706,0.007352941,0.011029412,0.0036764706,0.0036764706,0.0036764706,0.011029412,0.014705882,0.0,0.0036764706,0.0036764706,0.007352941,0.0,0.0,0.0,0.007352941,0.007352941,0.007352941,0.0,0.0036764706,0.0,0.0,0.007352941,0.007352941,0.0036764706,0.011029412,0.007352941,0.033088237,0.025735294,0.022058824,0.0,0.0,0.007352941,0.0036764706,0.007352941,0.0,0.007352941,0.007352941,0.018382354,0.0,0.0036764706,0.007352941,0.0036764706,0.007352941,0.0036764706,0.007352941,0.0036764706,0.0,0.0,0.007352941,0.014705882,0.0,0.0036764706,0.007352941,0.007352941,0.011029412,0.014705882,0.011029412,0.022058824,0.0036764706,0.0036764706,0.0036764706,0.007352941,0.007352941,0.0,0.011029412,0.0036764706,0.0036764706,0.0,0.007352941,0.007352941,0.0,0.011029412,0.0,0.007352941,0.0,0.018382354,0.0,0.0036764706,0.014705882,0.0,0.007352941,0.011029412,0.0036764706,0.011029412,0.0036764706,0.036764707,0.0036764706,0.0,0,CRW_4848_scale.jpg
0.003322259,0.003322259,0.0,0.019933555,0.006644518,0.009966778,0.003322259,0.019933555,0.019933555,0.0,0.006644518,0.009966778,0.009966778,0.006644518,0.013289036,0.009966778,0.0,0.013289036,0.0,0.006644518,0.0,0.003322259,0.009966778,0.0,0.023255814,0.006644518,0.029900333,0.013289036,0.003322259,0.023255814,0.006644518,0.003322259,0.006644518,0.006644518,0.006644518,0.003322259,0.006644518,0.006644518,0.006644518,0.019933555,0.009966778,0.006644518,0.009966778,0.023255814,0.006644518,0.0,0.016611295,0.006644518,0.006644518,0.003322259,0.006644518,0.006644518,0.009966778,0.003322259,0.0,0.009966778,0.006644518,0.013289036,0.013289036,0.006644518,0.006644518,0.0,0.0,0.009966778,0.003322259,0.009966778,0.003322259,0.003322259,0.006644518,0.006644518,0.0,0.0,0.006644518,0.006644518,0.006644518,0.0,0.023255814,0.003322259,0.009966778,0.006644518,0.006644518,0.006644518,0.0,0.006644518,0.023255814,0.016611295,0.006644518,0.003322259,0.006644518,0.006644518,0.029900333,0.0,0.006644518,0.016611295,0.006644518,0.006644518,0.009966778,0.009966778,0.006644518,0.003322259,0.009966778,0.013289036,0.023255814,0.006644518,0.0,0.009966778,0.009966778,0.009966778,0.0,0.003322259,0.009966778,0.003322259,0.019933555,0.009966778,0.009966778,0.019933555,0.009966778,0.019933555,0.003322259,0.0,0,DSC_1572_scale.jpg
0.01734104,0.0057803467,0.0057803467,0.023121387,0.011560693,0.0,0.0,0.0057803467,0.0057803467,0.0,0.046242774,0.0057803467,0.0057803467,0.0057803467,0.0,0.023121387,0.0057803467,0.01734104,0.0,0.0057803467,0.0,0.0,0.0057803467,0.011560693,0.01734104,0.0057803467,0.06358381,0.011560693,0.0057803467,0.0057803467,0.0057803467,0.011560693,0.0,0.011560693,0.011560693,0.011560693,0.01734104,0.0057803467,0.011560693,0.0,0.023121387,0.028901733,0.0,0.0057803467,0.011560693,0.0,0.011560693,0.0,0.0057803467,0.0057803467,0.023121387,0.023121387,0.0,0.011560693,0.0,0.0057803467,0.0057803467,0.011560693,0.023121387,0.0057803467,0.0,0.0,0.0,0.0057803467,0.0057803467,0.0057803467,0.0057803467,0.0,0.01734104,0.0,0.0,0.0,0.023121387,0.0,0.0057803467,0.0057803467,0.0057803467,0.03468208,0.01734104,0.0,0.01734104,0.0057803467,0.0,0.0057803467,0.01734104,0.0,0.0057803467,0.0057803467,0.011560693,0.0,0.0057803467,0.0,0.01734104,0.0,0.0,0.0057803467,0.011560693,0.01734104,0.0057803467,0.0,0.0,0.0057803467,0.01734104,0.0,0.0,0.028901733,0.011560693,0.028901733,0.0,0.0,0.0,0.0,0.0,0.0057803467,0.0,0.011560693,0.0,0.011560693,0.0057803467,0.0,0,DSCF10_scale.jpg
0.03960396,0.0,0.00990099,0.03960396,0.0,0.00990099,0.0,0.00990099,0.0,0.0,0.03960396,0.0,0.01980198,0.0,0.00990099,0.00990099,0.0,0.0,0.0,0.0,0.02970297,0.00990099,0.00990099,0.02970297,0.00990099,0.0,0.04950495,0.00990099,0.01980198,0.0,0.00990099,0.0,0.0,0.00990099,0.00990099,0.0,0.0,0.00990099,0.0,0.0,0.01980198,0.01980198,0.0,0.02970297,0.00990099,0.0,0.00990099,0.01980198,0.0,0.0,0.01980198,0.0,0.0,0.00990099,0.0,0.0,0.00990099,0.0,0.01980198,0.00990099,0.00990099,0.0,0.00990099,0.0,0.02970297,0.0,0.00990099,0.0,0.01980198,0.00990099,0.00990099,0.0,0.0,0.01980198,0.00990099,0.00990099,0.00990099,0.00990099,0.00990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990099,0.0,0.00990099,0.0,0.0,0.0,0.00990099,0.0,0.01980198,0.01980198,0.00990099,0.0,0.0,0.02970297,0.04950495,0.00990099,0.0,0.00990099,0.0,0.02970297,0.0,0.0,0.0,0.00990099,0.00990099,0.0,0.0,0.00990099,0.0,0.00990099,0.0,0.00990099,0,DSCN2323_scale.jpg
